skill_raw;skill_normalized;domain;field;type_of_skill
HSEQ Initiative;HSEQ;Safety, Prevention;General, Healthcare;Hard, Soft
Remote System Health Checks;Healthcare and Medical Services;Safety, Prevention;General, Healthcare;Hard, Soft
Market Analytics;Market Research;Data Analytics;IT;Hard
Proposal Vetting;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
Solutions Engineering;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Software Quality;Software Development;Software Engineering;IT;Hard
Power Plant Inspection;Energy Management;Sustainability;Environment, Sustainability;Hard
Power Plant Management;Energy Management;Sustainability;Environment, Sustainability;Hard
Windows Scripting;Windows Script Host;Computer Science;IT;Hard
Network Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Security Policy;Security Protocols;Operations, Prevention;General;Hard
Middleware;Computer Science;General, Computer Science;IT;Hard
Ptolemaic Transits;History;History;History;Soft
Advance Technologies;Innovation;Operations, General;IT, Operations;Hard
Hydraulic Engineering;Hydraulic Engineering;Hydraulics, Maintenance, Engineering;Hydraulics;Hard
Strategy Execution;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
Preventative and Predictive Maintenance;Maintenance;General;General;Soft
Substation Operations;Power Engineering;General, Engineering;General, Engineering;Hard
Wind Turbine Installation;Power Engineering;General, Engineering;General, Engineering;Hard
Plant Maintenance;Energy Management;Sustainability;Environment, Sustainability;Hard
Land Ownership;Real Estate and Property Law;Legal;Legal;Hard
Contractors;Business Process;Sales, Operations;Sales, Operations;Hard, Soft
Building Information Modelling;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Web Quality;Web Development;Software Engineering;IT;Hard
Timeline;Time Management;General;General;Soft
Data Integrity;Data Engineering;Data Science, Data Engineering;IT, Statistics;Hard
Transaction Management;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Simulation Modeling;Simulations;Data Analytics, Data Science, Software Engineering;IT;Hard
Exchange;Financial Services;Finance;Finance;Hard
Mapping Energy Storage;Energy Management;Sustainability;Environment, Sustainability;Hard
Tracking Market Changes;Market Research;Data Analytics;IT;Hard
Retail Price Management;Cost Analysis;Accounting, Finance, Operations;Operations;Hard, Soft
Data Room;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Email Research;Communication;General;Communication;Soft
Compiling;Account Management;Account Management;General;Hard, Soft
SAP Notification;SAP;Operations;General;Hard, Soft
Systems Troubleshooting;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
Capacity Management;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Product Architecture;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Energy Software;Energy Management;Sustainability;Environment, Sustainability;Hard
Preparation for Site Walks;Civil Engineering;Civil Engineering;Engineering;Hard
Joint Development;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Transactional Legal Documents;Legal Counseling;Legal;General, Legal;Hard
Transaction Preparation;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Investment Strategy;Financial Services;Finance;Finance;Hard
Microsoft Facility Management;Microsoft Facility Management;Operations, Management, IT;IT, Operations;Hard
Inverter Reliability;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Inverter Spare Parts;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Inverter Training;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Customer Onboarding;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
Industrial Manufacturing;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
PowerShell;Microsoft PowerShell;Operations, Data Analytics, Data Science, Software Engineering, Data Engineering;Operations, IT;Hard
Lockout Tagout;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Contract Creation;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Customer Bidding;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
Inverter Troubleshooting;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Reverse-Engineering;Civil Engineering;Civil Engineering;Engineering;Hard
Dmm;Sales;Sales;Sales;Hard, Soft
Investment Committee;Financial Services;Finance;Finance;Hard
Lead Technician;Civil Engineering;Civil Engineering;Engineering;Hard
Industrial Instrumentation;Process Management;Operations;General;Hard, Soft
Real Time Operation;Operations Management;Operations;Operations;Hard, Soft
Interconnection Engineering;Network Building;General, Marketing;Communication, General;Hard, Soft
Rto;RTO Pricing;Marketing;Marketing;Hard, Soft
Transmission Studies;Communication;General;Communication;Soft
SAP Billing;SAP;Operations;General;Hard, Soft
Chariot;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Control Room Operations;Process Management;Operations;General;Hard, Soft
Curtailment;Energy Management;Sustainability;Environment, Sustainability;Hard
EGPNA;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Geothermal Energy;Energy Management;Sustainability;Environment, Sustainability;Hard
Travel Insurance;Travel Insurance;Safety, Prevention, Legal;General, Prevention;Hard
Test Engineering;Test-Driven Development;Computer Science, DevOps, Software Engineering, QA;IT;Hard
Backoffice;Product Management;Design, Product Management, Engineering, UX;Design;Hard
SAP Auditing;SAP;Operations;General;Hard, Soft
SAP Bank Guartees;SAP Finacial Services;Operations, Finance;Finance;Hard
SAP Business;SAP Finacial Services;Operations, Finance;Finance;Hard
SAP Net Back;SAP Finacial Services;Operations, Finance;Finance;Hard
SAP Personal Data Management;SAP Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard, Soft
SAP Portal;SAP;Operations;General;Hard, Soft
SAP Tax;SAP Tax;Operations, Legal, IT;Legal;Hard
Digital Sales;Sales;Sales;Sales;Hard, Soft
Ethereum Blockchain;Cryptocurrency;Accounting, Finance, Operations;General, Legal, IT;Hard
HVAC Product Management;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
Commercial Engineering;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
Resource Portfolio Management;Project Management;Project Management;General;Hard
Gas Management;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Horizon Operating System;Software Development;Software Engineering;IT;Hard
Functional Specifications;Software Development;Software Engineering;IT;Hard
IT Development;Computer Science;General, Computer Science;IT;Hard
Mechanical Design;Industrial Design;Design, Product Management, Engineering, UX;Design;Hard
Enterprise Management;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
Remote Monitoring;Reporting;General;General;Hard, Soft
SAP IS;SAP;Operations;General;Hard, Soft
Notification Creation;Reporting;General;General;Hard, Soft
Time Tracking;Time Management;General;General;Soft
SAP Management;SAP;Operations;General;Hard, Soft
Radio Frequency Identification;Telecommunications;Electronics;Electronics;Hard
OAuth;Computer Science;General, Computer Science;IT;Hard
Fleet Coordination;Fleet Maintenance;Maintenance;Automotives, Engineering;Hard
RabbitMQ;Computer Science;General, Computer Science;IT;Hard
Sentry;Security Protocols;Operations, Prevention;General;Hard
POC Development;Software Development;Software Engineering;IT;Hard
Charging Stations;Energy Management;Sustainability;Environment, Sustainability;Hard
Computational Operations;Algorithms;Software Engineering, Data Science;IT, Statistics;Hard
Spreadsheets;Microsoft Excel;Operations;General;Hard, Soft
Consistent Quality;Quality Control;QA, Computer Science;QA, IT;Hard
Fiber Art;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Fiber Optics;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
FedEx;Delivery Process;General, Operations;Automotives, General;Hard
Cloud Integration;Cloud-Computing;Software Engineering, DevOps;IT;Hard
Digital Platform Architecture;Software Development;Software Engineering;IT;Hard
Software Security;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Google;Google Suite;Data Science;IT;Hard
Tibco;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Offshore Wind;Energy Management;Sustainability;Environment, Sustainability;Hard
Gas and Power Supply;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Cyber Risk Assessment;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Fault Analysis;Fault Diagnosis;Mechanical Engineering;Engineering;Hard
Distributed Energy Management;Energy Management;Sustainability;Environment, Sustainability;Hard
Seismic Engineering;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Accelerator;Mechanical Engineering;Engineering;Design, Engineering;Hard
ecosystem;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
International Financial Reporting Standards;Reporting;General;General;Hard, Soft
Patent Law;Intellectual Property and Copyright Law;Legal;General, Legal;Hard
Web Application Design;Web Design;Design, Product Management, Engineering, UX;Design;Hard
Data Studio;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Web Scraping;Data Collection;Data Engineering, QA;IT;Hard
Enterprise GIS;Software Development;Software Engineering;IT;Hard
Oracle Data Modeling;SQL;Data Analytics, Data Science, Software Engineering, Data Engineering;IT;Hard
Vat Return;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Industrial Assets;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Health Guidelines;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Siemens;Electronics;Electronics;Electronics;Hard
Flow Assurance;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Technical Coordination;Operations Management;Operations;Operations;Hard, Soft
Industrial Cyber Security;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Wax Simulations;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Splunk;Software Development;Software Engineering;IT;Hard
Security Monitoring;Security Protocols;Operations, Prevention;General;Hard
Environmental Regulation;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Environmental Risks;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Model Definition;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Versalis;Chemical Engineering;Engineering;Engineering;Hard
Shipping Maritime Inspectors;Operations Management;Operations;Operations;Hard, Soft
Building;Civil Engineering;Civil Engineering;Engineering;Hard
Shipping Management;Operations Management;Operations;Operations;Hard, Soft
RDA;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Rdo;Procurement;General, Operations, Sales;General;Hard, Soft
Transition;Procurement;General, Operations, Sales;General;Hard, Soft
SUMMARY;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Document Control;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Contract Writing;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
NSS;Apparel and Fashion Design;Fashion;Fashion;Soft, Hard
Technological Support;Customer Support;General, Sales;General, Sales;Hard, Soft
SMS Control;Security Protocols;Operations, Prevention;General;Hard
Intermediate Financial Management;Financial Services;Finance;Finance;Hard
Naval Auditing;Naval Engineering;Naval Engineering;Engineering;Hard
Microsoft Software Training;Microsoft Windows;General;General;Hard, Soft
Manual Data Analytics;Data Analytics;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
HSEQ Management;HSEQ;Safety, Prevention;General, Healthcare;Hard, Soft
RAM Analysis;Operations Management;Operations;Operations;Hard, Soft
Ship Management;Naval Engineering;Naval Engineering;Engineering;Hard
Technical Hazard Assessment;Risk Management;Operations;Operations;Hard
Company Pension Management;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
SMS Auditor;Security Protocols;Operations, Prevention;General;Hard
Oil & Products;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Fleet;Fleet Maintenance;Maintenance;Automotives, Engineering;Hard
Maritime Engineering;Naval Engineering;Naval Engineering;Engineering;Hard
Vessel Charter Party;Naval Engineering;Naval Engineering;Engineering;Hard
Process Technology;Process Management;Operations;General;Hard, Soft
Petrochemical Engineering;Petroleum Engineering;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
RMS;Microsoft Azure;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
RF;Communication;General;Communication;Soft
Anomalies Identification;Problem Solving;General;General;Soft
Waste Treatment;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Contract Award Management;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Project Verification;Project Management;Project Management;General;Hard
Safety Assessment;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
QHR;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Supplier Evaluation;Supply Chain Management;Supply Chain, Operations, Logistics;Supply Chain, Logistics;Hard
Spot Trading;Industrial Engineering;Design, Product Management, Engineering, UX;Design;Hard
Automation Engineering;Automation;Data Analytics, Data Science, Software Engineering, Data Engineering;IT, Statistics;Hard
Energy Innovation;Energy Management;Sustainability;Environment, Sustainability;Hard
Physical Engineering;Engineering;Engineering;Design;Hard
Economic Advisors;Financial Services;Finance;Finance;Hard
Chemical Stock Management;Chemistry;Chemistry, Research;Research;Hard
Oil and Gas Production;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Reporting to Responsible Engineering;Reporting;General;General;Hard, Soft
Entry Level Safety;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Hazards;Security Protocols;Operations, Prevention;General;Hard
Hazards Observation and Prevention;Security Protocols;Operations, Prevention;General;Hard
Symops;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Corporate Organisations;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
Oil and Gas Acquisition;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Refinery Management;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Corporate Production Coordination;Process Management;Operations;General;Hard, Soft
Corrosion Prevention;Process Management;Operations;General;Hard, Soft
Inspection Plans;Auditing;General;General;Hard
Legislative Decree;Legal Counseling;Legal;General, Legal;Hard
Ministerial Decree;Legal Counseling;Legal;General, Legal;Hard
Pressure Equipment Repair;PPE Management;Prevention, Safety;Safety, General;Hard, Soft
Typical Oil and Gas;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Vendor Analysis;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
SAP Rules;SAP;Operations;General;Hard, Soft
Project Fire Protection Design;Firefighting and Fire Prevention;Health and Safety, Prevention, Operations;General;Hard
Emissions Management;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
Hazardous Materials Management;Materials Management;Materials, Operations, General;Operations, General;Hard, Soft
Water Management;Water Treatment Plant Maintenance;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Music Production;Music Production;Music;Music;Hard, Soft
Industrial Applications;Operations Management;Operations;Operations;Hard, Soft
Docks;Naval Management;Naval Engeneering, Management;General;Hard
Fiduciary;Financial Services;Finance;Finance;Hard
HPL Chemistry;Chemistry;Chemistry, Research;Research;Hard
Ion Chromatography;Photography;Art;Marketing;Hard
Emas;Auditing;General;General;Hard
Plant Control;Water Treatment Plant Maintenance;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Plant Process Engineering;Energy Management;Sustainability;Environment, Sustainability;Hard
Plant Startup;Water Treatment Plant Maintenance;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Maritime Inspections;Naval Management;Naval Engeneering, Management;General;Hard
Electric Vehicles;Automotives;General;Automotives, General;Hard
Energy Carriers;Energy Management;Sustainability;Environment, Sustainability;Hard
Nuclear Engineering;Nuclear Engineering;General, Engineering;General, Engineering;Hard
Trend Reporting;Reporting;General;General;Hard, Soft
Trend Simulations;Market Research;Data Analytics;IT;Hard
Business Systems;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
Technological Solutions;Project Management;Project Management;General;Hard
Cloud Native Applications;Cloud-Computing;Software Engineering, DevOps;IT;Hard
Cloud Platform Engineering;Cloud-Computing;Software Engineering, DevOps;IT;Hard
Statistical Software;Software Development;Software Engineering;IT;Hard
Airfield;Aerospace Engineering;Engineering;Design, Engineering;Hard
Document Security;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Pipelines Development;Software Development;Software Engineering;IT;Hard
Cookie Management;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Capital Budgeting;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Microsoft Tableau;Tableau;Data Analytics;IT, Statistics;Hard
HR General Management;HR;HR;General;Hard
Reporting to;Reporting;General;General;Hard, Soft
Sales Channel Management;Sales;Sales;Sales;Hard, Soft
Software Debugging;Software Development;Software Engineering;IT;Hard
SalesforceIQ;Sales;Sales;Sales;Hard, Soft
Sme;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Mission Control;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Safety and Disaster Prevention;Security Protocols;Operations, Prevention;General;Hard
Tire Production;Tire Maintenance;Automotives;Automotives;Hard
Product Testing;Product Management;Design, Product Management, Engineering, UX;Design;Hard
ISO50001;ISO 50001;Sustainability;Environment, Sustainability;Hard
Product Quality Analysis;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Product Quality Control;Quality Control;QA, Computer Science;QA, IT;Hard
Desktop Management;Computer Science;General, Computer Science;IT;Hard
Desktop Terminal Management;Computer Science;General, Computer Science;IT;Hard
IT Service Desk;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
Data Warehouse;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
SAP Business Objects;SAP;Operations;General;Hard, Soft
Environmental Recurrence;Environmental Engineering;Engineering;Design, Engineering;Hard
ISO 9000;Quality Management System;Sales, Operations;Sales, Operations;Hard, Soft
Freight Management;Operations Management;Operations;Operations;Hard, Soft
Retail Development;Retail;General;Retail;Soft
Maritime Transport;Naval Management;Naval Engeneering, Management;General;Hard
Complaints;Customer Support;General, Sales;General, Sales;Hard, Soft
Marketing Research;Market Research;Data Analytics;IT;Hard
HR Certification;HR Policy Development and Documentation;HR;General, HR;Hard
HR coaching;Employee Training and Development;General;General;Soft
Car Fault Diagnosis;Automotives;General;Automotives, General;Hard
Car Diagnosis;Automotives;General;Automotives, General;Hard
Factory Management;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
Däck;Agriculture;Agricultural Sciences, General;General;Hard, Soft
Channel Reporting;Reporting;General;General;Hard, Soft
Price Negotiation;Negotiation;Sales;Negotiation, Communication, Sales;Hard, Soft
Mem Administration;Microsoft MEM;Data Analytics, Software Engineering;IT, Statistics;Hard
Software Asset Management;Software Development;Software Engineering;IT;Hard
Synertron;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
International Treasury Management;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Supply Chain Finance;Supply Chain Management;Supply Chain, Operations, Logistics;Supply Chain, Logistics;Hard
Rally Track Engineering;Structural Engineering;Structural Engineering;Engineering;Hard
Digital Products;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Security Design;Product Design;Design, Product Management, Engineering, UX;Design;Hard
Availability Management;Flexibility;General;General;Soft
Export Management;International Trading;Sales, Trading;Sales;Hard, Soft
Pirelli Manufacturing;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
Operating Steering System;Mechanical Engineering;Engineering;Design, Engineering;Hard
Claims;Financial Services;Finance;Finance;Hard
Petrolio;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
SRM;Microsoft SRM;Computer Science, DevOps, Software Engineering;IT;Hard 
CICS;Customer Support;General, Sales;General, Sales;Hard, Soft
OpenLink;Software Development;Software Engineering;IT;Hard
DB2;IBM DB2;Software Engineering;IT;Hard
SAP Testing;SAP;Operations;General;Hard, Soft
COBOL;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
GAS;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Strategic Sourcing;Procurement;General, Operations, Sales;General;Hard, Soft
HR Reporting;HR Policy Development and Documentation;HR;General, HR;Hard
Etap;Energy Management;Sustainability;Environment, Sustainability;Hard
Authorization;Employment and Labor Law;Legal;General, Legal;Hard
Safety Design;Product Design;Design, Product Management, Engineering, UX;Design;Hard
TLS;Computer Science;General, Computer Science;IT;Hard
Recording Studio;Music;Music;Music;Hard, Soft
Data Platform Design;Web Design;Design, Product Management, Engineering, UX;Design;Hard
Energy Systems Engineering;Energy Management;Sustainability;Environment, Sustainability;Hard
Windows PowerShell;Microsoft PowerShell;Operations, Data Analytics, Data Science, Software Engineering, Data Engineering;Operations, IT;Hard
Personnel Development;Employee Training and Development;General;General;Soft
EDF;Energy Management;Sustainability;Environment, Sustainability;Hard
Environmental Systems;Environmental Engineering;Engineering;Design, Engineering;Hard
Transport;Operations Management;Operations;Operations;Hard, Soft
Coordinate Engineering;Engineering;Engineering;Design;Hard
Transliteration;Transliteration;General;General;Hard
Mobile Application Development;Mobile Applications;General;General;Soft
Veicoli;Automotives;General;Automotives, General;Hard
Tableau Desktop;Tableau;Data Analytics;IT, Statistics;Hard
Leak Investigation;Intellectual Property and Copyright Law;Legal;General, Legal;Hard
Corporate Acts;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
Corporate Solutions;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
Institutional Investor;Investor Relations;Communication, Finance, Operations;Communication;Hard
IT Standards;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
Hyper-V;Microsoft Hyper-V;Computer Science;IT;Hard
Corporate Secretariat;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
Aerospace;Aerospace Engineering;Engineering;Design, Engineering;Hard
Ingegneria;Engineering;Engineering;Design;Hard
Publicity Management;Marketing Management;Marketing;Marketing;Hard, Soft
Oil Price Forecasting;Fuel Distribution and Logistics;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
GCC;Software Development;Software Engineering;IT;Hard
Documentary;Film Producing and Executive Production;Film Industry;Entertainment;Hard
Crop Production;Agriculture;Agricultural Sciences, General;General;Hard, Soft
Ravenna;Traveling;Travel, Operations;General, Travel;Soft
Inorganic Growth;Agriculture;Agricultural Sciences, General;General;Hard, Soft
Proforma;Financial Services;Finance;Finance;Hard
Rotation;Maintenance;General;General;Soft
Maritime Agency;Naval Management;Naval Engeneering, Management;General;Hard
Oil Production Forecasting;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Quantitative Reporting;Reporting;General;General;Hard, Soft
International Standard;Operations Management;Operations;Operations;Hard, Soft
Diploma;Well Educated;Schooling;General;Hard, Soft
Plant Science;Energy Management;Sustainability;Environment, Sustainability;Hard
Job Order Management;Change Management and Organizational Development;HR;HR;Hard, Soft
BOC;Employment and Labor Law;Legal;General, Legal;Hard
Regulated Markets;Market Research;Data Analytics;IT;Hard
Plant Optimization;Energy Management;Sustainability;Environment, Sustainability;Hard
Venture Structuring;Financial Services;Finance;Finance;Hard
Price Calculation;Financial Services;Finance;Finance;Hard
Contribution to the drafting phase;Project Management;Project Management;General;Hard
Rig Coordination;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Field Supervision;Operations Management;Operations;Operations;Hard, Soft
Cold Systems Engineering;Energy Management;Sustainability;Environment, Sustainability;Hard
venture Management;Financial Services;Finance;Finance;Hard
Carbon Capture;Power Engineering;General, Engineering;General, Engineering;Hard
Preparation;Operations Management;Operations;Operations;Hard, Soft
Investment Structuring;Financial Services;Finance;Finance;Hard
venture Operations;Financial Services;Finance;Finance;Hard
Investment Research;Financial Services;Finance;Finance;Hard
Contract Verification;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Contracts Negotiation;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Instrument Verification;Quality Control;QA, Computer Science;QA, IT;Hard
Industrial Wastewater;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Company Management;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Indices;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Security Auditing;Auditing;General;General;Hard
Commodity Futures;Inventory Management;General, Logistics;Logistics, Sales;Hard
Commodities;Inventory Management;General, Logistics;Logistics, Sales;Hard
Nonconformity;Flexibility;General;General;Soft
Seismic Attributes;Environmental Engineering;Engineering;Design, Engineering;Hard
Air Emissions Verification;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
Coordination Engineering;Engineering;Engineering;Design;Hard
Oil and Gas Nomination;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Charting;Data Visualization;Data Analytics, Data Science;IT, Statistics;Hard
HSE Engineering;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
SAP Planning;SAP;Operations;General;Hard, Soft
Rules Enginering;Engineering;Engineering;Design;Hard
Technical Report;Reporting;General;General;Hard, Soft
Availability Optimization;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Elections;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Safety Instructions;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Industrial Site Context Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
SAP CMMS;SAP;Operations;General;Hard, Soft
Industrial Waste Management;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Contracts Administration;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Economic Evaluation;Economics;Economics;Economics;Hard
Industry;Market Research;Data Analytics;IT;Hard
Concept Art;Art;Design, Art, Modeling;Art;Hard, Soft
HSE Management;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
Tank Management;Energy Management;Sustainability;Environment, Sustainability;Hard
Oil Pipeline Inspection;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Contracts Certification;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Contract Reporting;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Pipes and Fittings;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
Policy Management;Workplace Policy Conduct;Legal, Management;General, Legal;Hard, Soft
Proforma Invoices;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Cargo Management;Rigid Vehicles;Automotives;Automotives;Hard
Verification and Analysis of Atmospheric Emission Management Data;Environmental Engineering;Engineering;Design, Engineering;Hard
Claim Management;Customer Support;General, Sales;General, Sales;Hard, Soft
Shelter Management;Immigration Law and Visa Services;Legal;General, Legal;Hard
Commercial Terms;Corporate and Business Law;Legal;General, Legal;Hard
Code of Ethics;Work Ethic;General;General;Soft
ecolabels;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
Industrial Site Analysis;Operations Management;Operations;Operations;Hard, Soft
Energy Behavior Analysis;Energy Management;Sustainability;Environment, Sustainability;Hard
Energy Diagnosis;Energy Management;Sustainability;Environment, Sustainability;Hard
Energy Loss Detection;Energy Management;Sustainability;Environment, Sustainability;Hard
IRC;Communication;General;Communication;Soft
Offshore Oil and Gas;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Internet of Things;AI;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
HR Training;Employee Training and Development;General;General;Soft
Qlik Sense;Qlik Sense;Data Analytics, Data Science;IT, Statistics;Hard
Geological Sciences;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Fuel Vouchers;Fuel Distribution and Logistics;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
Foreign Reporting;Reporting;General;General;Hard, Soft
Quantitative Trading;Statistics;Data Analytics, Data Science, Mathematics, Chemistry, Biology, Research, Physics;Statistics;Hard
Siemens Software;Software Development;Software Engineering;IT;Hard
Business Design;Business Development;Sales, Marketing, Operations;Sales, Operations;Soft
Digital Forensics;Digital Forensics;Research, Forensics;Forensics;Hard
